"","X","workerid","simulatedAnswer","item","normResponse0","normResponse1","simRank1","obj1","Answer.score_quiz3","guessRank1","utterance","blockNr","pref1","guessRank2","numFeatures","certainty","targetUttCode","simPreference2","order1","order2","targetFeature","response0","Answer.score_quiz1","response1","obj3","order0","pref0","trialNum","Answer.time_in_minutes","sex","response2","simPreference0","featuresPresent","evalNum","simPreference1","obj2","simRank2","uttCode","targetFeatureNum","simRank0","guessRank0","pref2","normResponse2","Answer.score_quiz2","assess","enjoyment","education","age","comments","language","gender","uttFeat","targetOC27","obj1OC27","obj2OC27","obj3OC27","DataPost_1","DataPost_2","DataPost_3","DataPost_4","DataPost_5","DataPost_6","DataPost_7","DataPost_8","DataPost_9","Post1_1","Post1_2","Post1_3","Post1_4","Post1_5","Post1_6","Post1_7","Post1_8","Post1_9","Post2_1","Post2_2","Post2_3","Post2_4","Post2_5","Post2_6","Post2_7","Post2_8","Post2_9","CCode","logLik"
"288",288,45,112,19900,0.625,0.34375,"cloud",112,1,"circle","solid",1,"circle","square",4,1,"22a2b-2b",0,112,123,"shape",1,2,0.55,323,323,"cloud",3,15.1692833333333,"male",0.05,0.5,"['solid', 'striped', 'red', 'green']",2,1,123,"square","22a2b",1,"circle","cloud","square",0.03125,4,"Yes",2,1,32,"fun!","english","Female",2,10,10,22,24,0.625,0.34375,0.03125,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,122112,0
"289",289,46,133,20590,1,0,"cloud",231,3,"cloud","green",0,"circle","circle",3,0.15,"321-3",1,331,133,"shape",1,4,0,133,231,"cloud",0,15.3464666666667,"female",0,0.5,"['polka-dotted', 'blue', 'green']",3,0,331,"circle","321",1,"square","square","square",0,2,"Yes",2,1,58,NA,"English","Female",3,25,8,9,25,1,0,0,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123211,0
"290",290,46,133,22960,1,0,"cloud",213,3,"cloud","polka-dotted",0,"circle","circle",4,0.15,"311-3",1,323,213,"shape",1,4,0,133,133,"cloud",1,15.3464666666667,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'green']",3,0,323,"circle","311",1,"square","square","square",0,2,"Yes",2,1,58,NA,"English","Female",2,25,20,24,25,1,0,0,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,113211,0
"291",291,46,132,4660,1,0,"cloud",211,3,"cloud","red",0,"circle","circle",5,0.15,"211-3",1,211,321,"shape",1,4,0,132,132,"cloud",2,15.3464666666667,"female",0,0.5,"['solid', 'striped', 'polka-dotted', 'blue', 'red']",3,0,321,"circle","211",1,"square","square","square",0,2,"Yes",2,1,58,NA,"English","Female",3,16,2,6,16,1,0,0,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,121111,0
"292",292,46,312,2190,0.0909090909090909,0,"cloud",112,3,"cloud","solid",0,"circle","circle",2,0.15,"331-3",1,312,212,"shape",0.1,4,0,312,112,"cloud",3,15.3464666666667,"female",1,0.5,"['solid', 'red']",3,0,212,"circle","331",1,"square","square","square",0.909090909090909,2,"Yes",2,1,58,NA,"English","Female",2,12,10,11,12,0.09091,0,0.90909,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,323211,0
"293",293,46,222,23821,0,0.666666666666667,"green",221,3,"blue","striped",1,"red","green",3,1,"321-3",0.5,222,221,"color",0,4,1,233,233,"blue",0,15.3464666666667,"female",0.5,0,"['circle', 'striped', 'polka-dotted']",2,1,222,"blue","321",3,"red","red","green",0.333333333333333,2,"Yes",2,1,58,NA,"English","Female",2,14,5,14,26,NA,NA,NA,NA,NA,NA,0,0.66667,0.33333,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,1,0,213211,0
"294",294,46,221,23092,0.4,0.533333333333333,"green",121,3,"blue","striped",1,"red","green",4,1,"22a2b-2a",0.5,233,121,"color",0.6,4,0.8,233,221,"blue",1,15.3464666666667,"female",0.1,0,"['cloud', 'circle', 'striped', 'polka-dotted']",2,1,221,"blue","22a2b",3,"red","red","green",0.0666666666666667,2,"Yes",2,1,58,NA,"English","Female",2,5,4,5,26,NA,NA,NA,NA,NA,NA,0.4,0.53333,0.06667,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,0,1,0,212122,0
"295",295,46,232,10952,0.375,0.625,"green",131,3,"blue","polka-dotted",1,"red","green",4,1,"22b1-3",0.5,131,232,"color",0.6,4,1,213,213,"blue",2,15.3464666666667,"female",0,0,"['cloud', 'circle', 'solid', 'polka-dotted']",2,1,232,"blue","22b1",3,"red","red","green",0,2,"Yes",2,1,58,NA,"English","Female",2,17,7,17,20,NA,NA,NA,NA,NA,NA,0.375,0.625,0,0,0,0,0,0,0,0,0.8,0.2,0,0,0,0,0,0,0,1,0,212211,0
"296",296,46,112,11771,0.375,0.625,"green",211,3,"blue","solid",1,"red","green",4,1,"311-3",0.5,112,211,"color",0.6,4,1,313,313,"blue",3,15.3464666666667,"female",0,0,"['cloud', 'circle', 'square', 'solid']",2,1,112,"blue","311",3,"red","red","green",0,2,"Yes",2,1,58,NA,"English","Female",2,10,2,10,21,NA,NA,NA,NA,NA,NA,0.375,0.625,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,321111,0
"297",297,48,332,7611,0,0,"polka-dotted",121,2,"polka-dotted","square",0,"striped","solid",5,0.3,"22b1-2",0.5,332,121,"texture",0,5,0,332,222,"solid",0,10.5164,"male",1,0,"['cloud', 'circle', 'square', 'blue', 'red']",3,1,222,"solid","22b1",2,"striped","striped","polka-dotted",1,1,"Yes",1,3,35,NA,"English","Female",1,18,4,14,18,NA,NA,NA,0,0,1,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0,0.66667,0,0,0,112112,0
"298",298,48,223,16610,0,1,"polka-dotted",211,2,"polka-dotted","circle",0,"striped","solid",4,0.3,"311-3",0.5,211,232,"texture",0,5,1,223,223,"solid",1,10.5164,"male",0,0,"['circle', 'blue', 'red', 'green']",3,1,232,"solid","311",2,"striped","striped","polka-dotted",0,1,"Yes",1,3,35,NA,"English","Female",1,23,2,17,23,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0.04,0.88,0.08,0,0,0,321111,0
"299",299,48,223,22751,0,1,"polka-dotted",313,2,"polka-dotted","green",0,"striped","solid",4,0.3,"311-3",0.5,133,223,"texture",0,5,1,133,313,"solid",2,10.5164,"male",0,0,"['cloud', 'circle', 'square', 'green']",3,1,223,"solid","311",2,"striped","striped","polka-dotted",0,1,"Yes",1,3,35,NA,"English","Female",3,23,21,23,25,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,321111,0
"300",300,48,323,18340,0,1,"polka-dotted",331,2,"polka-dotted","square",0,"striped","solid",4,0.3,"311-3",0.5,312,323,"texture",0,5,1,323,331,"solid",3,10.5164,"male",0,0,"['square', 'blue', 'red', 'green']",3,1,312,"solid","311",2,"striped","striped","polka-dotted",0,1,"Yes",1,3,35,NA,"English","Female",1,24,9,12,24,NA,NA,NA,0,1,0,NA,NA,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,321111,0
"301",301,48,323,19600,0,0,"circle",113,2,"circle","green",1,"circle","cloud",3,0.4,"321-3",1,323,113,"shape",0,5,0,323,213,"cloud",0,10.5164,"male",1,0,"['solid', 'striped', 'green']",3,0.5,213,"cloud","321",1,"square","square","square",1,1,"Yes",1,3,35,NA,"English","Female",3,24,19,20,24,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,321211,0
"302",302,48,311,8630,0,0,"circle",311,2,"circle","solid",1,"circle","cloud",4,0.4,"311-3",1,311,212,"shape",0,5,0,113,113,"cloud",1,10.5164,"male",1,0,"['solid', 'blue', 'red', 'green']",3,0.5,212,"cloud","311",1,"square","square","square",1,1,"Yes",1,3,35,NA,"English","Female",2,3,3,11,19,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,321111,0
"303",303,48,332,7620,0.333333333333333,0,"circle",221,2,"circle","red",1,"circle","cloud",4,0.4,"22a2b-2a",1,222,221,"shape",0.5,5,0,332,332,"cloud",2,10.5164,"male",1,0,"['striped', 'polka-dotted', 'blue', 'red']",3,0.5,222,"cloud","22a2b",1,"square","square","square",0.666666666666667,1,"Yes",1,3,35,NA,"English","Female",3,18,5,14,18,0.33333,0,0.66667,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,211212,0
"304",304,48,322,14340,0,0,"circle",222,2,"circle","striped",1,"circle","cloud",3,0.4,"321-3",1,222,322,"shape",0,5,0,123,123,"cloud",3,10.5164,"male",1,0,"['striped', 'red', 'green']",3,0.5,322,"cloud","321",1,"square","square","square",1,1,"Yes",1,3,35,NA,"English","Female",2,15,14,15,22,0,0,1,NA,NA,NA,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,322111,0
"305",305,50,332,27421,0.233333333333333,0.533333333333333,"red",131,3,"blue","square",0,"red","green",3,0.6,"321-3",0,332,131,"color",0.35,3,0.8,333,333,"blue",0,14.4342333333333,"male",0.35,1,"['cloud', 'square', 'polka-dotted']",2,0.5,332,"green","321",3,"blue","red","green",0.233333333333333,2,"Yes",2,3,34,NA,"English","Female",1,18,7,18,27,NA,NA,NA,NA,NA,NA,0.23333,0.53333,0.23333,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,213211,0
"306",306,50,332,12811,0.2,0.6,"red",321,3,"blue","polka-dotted",0,"red","green",4,0.6,"311-3",0,332,321,"color",0.3,3,0.9,313,313,"blue",1,14.4342333333333,"male",0.3,1,"['square', 'solid', 'striped', 'polka-dotted']",2,0.5,332,"green","311",3,"blue","red","green",0.2,2,"Yes",2,3,34,NA,"English","Female",2,18,6,18,21,NA,NA,NA,NA,NA,NA,0.2,0.6,0.2,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,113211,0
"307",307,50,131,24421,0.451612903225806,0.419354838709677,"red",131,3,"blue","cloud",0,"red","green",4,0.6,"311-3",0,332,233,"color",0.7,3,0.65,233,131,"blue",2,14.4342333333333,"male",0.2,1,"['cloud', 'circle', 'square', 'polka-dotted']",2,0.5,332,"green","311",3,"blue","red","green",0.129032258064516,2,"Yes",2,3,34,NA,"English","Female",1,7,7,18,26,NA,NA,NA,NA,NA,NA,0.45161,0.41935,0.12903,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,113211,0
"308",308,50,122,13972,0.4,0.542857142857143,"red",211,3,"blue","striped",0,"red","green",4,0.6,"22a1-3",0,211,123,"color",0.7,3,0.95,123,122,"blue",3,14.4342333333333,"male",0.1,1,"['cloud', 'circle', 'solid', 'striped']",2,0.5,122,"green","22a1",3,"blue","red","green",0.0571428571428571,2,"Yes",2,3,34,NA,"English","Female",2,13,2,13,22,NA,NA,NA,NA,NA,NA,0.4,0.54286,0.05714,0,0,0,0,0,0,0.2,0.8,0,0,0,0,0,0,0,0,1,0,212111,0
"309",309,50,222,7611,0.32,0.6,"striped",121,3,"polka-dotted","circle",1,"striped","solid",5,0.4,"22b1-2",1,222,121,"texture",0.4,3,0.75,332,332,"solid",0,14.4342333333333,"male",0.1,0,"['cloud', 'circle', 'square', 'blue', 'red']",2,0.5,222,"solid","22b1",2,"polka-dotted","striped","polka-dotted",0.08,2,"Yes",2,3,34,NA,"English","Female",1,14,4,14,18,NA,NA,NA,0.32,0.6,0.08,NA,NA,NA,0,0,0,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,112122,0
"310",310,50,331,26300,0.129032258064516,0.483870967741936,"striped",311,3,"polka-dotted","blue",1,"striped","solid",3,0.4,"322b-2",1,333,311,"texture",0.2,3,0.75,333,331,"solid",1,14.4342333333333,"male",0.6,0,"['square', 'blue', 'green']",2,0.5,331,"solid","322b",2,"polka-dotted","striped","polka-dotted",0.387096774193548,2,"Yes",2,3,34,NA,"English","Female",3,9,3,9,27,NA,NA,NA,0.12903,0.48387,0.3871,NA,NA,NA,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0.01449,0.66667,0.31884,0,0,0,213222,0
"311",311,50,222,23801,0.1,0.6,"striped",311,3,"polka-dotted","red",1,"striped","solid",5,0.4,"211-3",1,233,222,"texture",0.15,3,0.9,233,311,"solid",2,14.4342333333333,"male",0.45,0,"['circle', 'square', 'blue', 'red', 'green']",2,0.5,222,"solid","211",2,"polka-dotted","striped","polka-dotted",0.3,2,"Yes",2,3,34,NA,"English","Female",3,14,3,14,26,NA,NA,NA,0.1,0.6,0.3,NA,NA,NA,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,1,0,0,0,0,112111,0
"312",312,50,132,4861,0.0833333333333333,0.5,"striped",121,3,"polka-dotted","cloud",1,"striped","solid",4,0.4,"22b2b-2",1,121,331,"texture",0.15,3,0.9,132,132,"solid",3,14.4342333333333,"male",0.75,0,"['cloud', 'square', 'blue', 'red']",2,0.5,331,"solid","22b2b",2,"polka-dotted","striped","polka-dotted",0.416666666666667,2,"Yes",2,3,34,NA,"English","Female",1,16,4,9,16,NA,NA,NA,0.08333,0.5,0.41667,NA,NA,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0.17175,0.82825,0,0,0,212212,0
"313",313,52,212,2850,0,0.666666666666667,"square",212,4,"square","solid",0,"circle","cloud",3,0.4,"321-3",0.5,312,212,"shape",0,3,1,122,122,"cloud",0,26.2457666666667,"male",0.5,0,"['solid', 'striped', 'red']",3,1,312,"cloud","321",1,"circle","circle","square",0.333333333333333,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",2,11,11,12,13,0,0.66667,0.33333,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,213211,0
"314",314,52,232,6360,0,0.714285714285714,"square",212,4,"square","polka-dotted",0,"circle","cloud",4,0.4,"321-2",0.5,232,122,"shape",0,3,1,232,212,"cloud",1,26.2457666666667,"male",0.4,0,"['solid', 'striped', 'polka-dotted', 'red']",3,1,122,"cloud","321",1,"circle","circle","square",0.285714285714286,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",2,17,11,13,17,0,0.71429,0.28571,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,113221,0
"315",315,52,212,8700,0.0666666666666667,0.666666666666667,"square",112,4,"square","red",0,"circle","cloud",3,0.4,"322b-2",0.5,212,112,"shape",0.1,3,1,113,113,"cloud",2,26.2457666666667,"male",0.4,0,"['solid', 'red', 'green']",3,1,212,"cloud","322b",1,"circle","circle","square",0.266666666666667,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",3,11,10,11,19,0.06667,0.66667,0.26667,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,213212,0
"316",316,52,131,2160,0.206896551724138,0.586206896551724,"square",131,4,"square","blue",0,"circle","cloud",4,0.4,"22a1-3",0.5,212,131,"shape",0.3,3,0.85,312,312,"cloud",3,26.2457666666667,"male",0.3,0,"['solid', 'polka-dotted', 'blue', 'red']",3,1,212,"cloud","22a1",1,"circle","circle","square",0.206896551724138,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",3,7,7,11,12,0.2069,0.58621,0.2069,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121211,0
"317",317,52,312,26601,0.285714285714286,0.428571428571429,"blue",321,4,"blue","square",1,"red","green",4,0.7,"311-3",0,333,312,"color",0.5,3,0.75,333,321,"blue",0,26.2457666666667,"male",0.5,0.5,"['square', 'solid', 'striped', 'polka-dotted']",3,1,312,"green","311",3,"red","red","green",0.285714285714286,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",1,12,6,12,27,NA,NA,NA,NA,NA,NA,0.28571,0.42857,0.28571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,321111,0
"318",318,52,322,18670,0.285714285714286,0.428571428571429,"blue",321,4,"blue","striped",1,"red","green",2,0.7,"331-3",0,322,323,"color",0.5,3,0.75,323,321,"blue",1,26.2457666666667,"male",0.5,0.5,"['square', 'striped']",3,1,322,"green","331",3,"red","red","green",0.285714285714286,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",2,15,6,15,24,NA,NA,NA,NA,NA,NA,0.28571,0.42857,0.28571,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,323211,0
"319",319,52,221,18802,0.333333333333333,0.416666666666667,"blue",221,4,"blue","striped",1,"red","green",5,0.7,"211-3",0,323,221,"color",0.6,3,0.75,323,132,"blue",2,26.2457666666667,"male",0.45,0.5,"['cloud', 'circle', 'square', 'striped', 'polka-dotted']",3,1,132,"green","211",3,"red","red","green",0.25,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",2,5,5,16,24,NA,NA,NA,NA,NA,NA,0.33333,0.41667,0.25,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,211111,0
"320",320,52,121,16632,0.352941176470588,0.441176470588235,"blue",121,4,"blue","striped",1,"red","green",4,0.7,"22b1-3",0,223,121,"color",0.6,3,0.75,223,232,"blue",3,26.2457666666667,"male",0.35,0.5,"['cloud', 'circle', 'striped', 'polka-dotted']",3,1,232,"green","22b1",3,"red","red","green",0.205882352941176,2,"Yes",2,3,32,"I actually enjoyed this HIT as it was fun and engaging. ","English","Male",2,4,4,17,23,NA,NA,NA,NA,NA,NA,0.35294,0.44118,0.20588,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0082,0.9918,0,211211,0
"321",321,53,232,21510,0.161290322580645,0.516129032258065,"cloud",231,4,"square","red",0,"circle","cloud",4,0.15,"321-2",0,133,231,"shape",0.25,4,0.8,133,232,"cloud",0,17.9938833333333,"male",0.5,0.5,"['polka-dotted', 'blue', 'red', 'green']",2,1,232,"square","321",1,"circle","circle","square",0.32258064516129,4,"Yes",1,2,55,"no comments","English","Male",3,17,8,17,25,0.16129,0.51613,0.32258,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0.66667,0.33333,0,0,0,0,0,0,113221,0
"322",322,53,312,4230,0.233333333333333,0.366666666666667,"cloud",221,4,"square","solid",0,"circle","cloud",4,0.15,"22a2b-2a",0,322,221,"shape",0.35,4,0.55,322,312,"cloud",1,17.9938833333333,"male",0.6,0.5,"['solid', 'striped', 'blue', 'red']",2,1,312,"square","22a2b",1,"circle","circle","square",0.4,4,"Yes",1,2,55,"no comments","English","Male",2,12,5,12,15,0.23333,0.36667,0.4,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122121,0
"323",323,53,231,29070,0.225806451612903,0.387096774193548,"cloud",231,4,"square","polka-dotted",0,"circle","cloud",3,0.15,"322b-2",0,231,233,"shape",0.35,4,0.6,333,333,"cloud",2,17.9938833333333,"male",0.6,0.5,"['polka-dotted', 'blue', 'green']",2,1,233,"square","322b",1,"circle","circle","square",0.387096774193548,4,"Yes",1,2,55,"no comments","English","Male",2,8,8,26,27,0.22581,0.3871,0.3871,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,0.92308,0.07692,0,0,0,0,0,0,322112,0
"324",324,53,322,3710,0.225806451612903,0.387096774193548,"cloud",211,4,"square","red",0,"circle","cloud",4,0.15,"22a2b-2a",0,211,322,"shape",0.35,4,0.6,322,221,"cloud",3,17.9938833333333,"male",0.6,0.5,"['solid', 'striped', 'blue', 'red']",2,1,221,"square","22a2b",1,"circle","circle","square",0.387096774193548,4,"Yes",1,2,55,"no comments","English","Male",3,15,2,5,15,0.22581,0.3871,0.3871,NA,NA,NA,NA,NA,NA,0.33333,0.66667,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,122112,0
"325",325,53,211,18500,0.333333333333333,0.333333333333333,"square",211,4,"square","solid",1,"circle","circle",5,0.4,"22b1-2",0.5,222,211,"shape",0.5,4,0.5,323,323,"cloud",0,17.9938833333333,"male",0.5,1,"['solid', 'striped', 'blue', 'red', 'green']",3,0,222,"circle","22b1",1,"cloud","cloud","square",0.333333333333333,4,"Yes",1,2,55,"no comments","English","Male",2,2,2,14,24,0.33333,0.33333,0.33333,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,0.33333,0.66667,0,0,0,0,0,0,0,122111,0
"326",326,53,111,500,0.375,0.3125,"square",111,4,"square","solid",1,"circle","circle",3,0.4,"322b-2",0.5,111,231,"shape",0.6,4,0.5,231,131,"cloud",1,17.9938833333333,"male",0.5,1,"['solid', 'polka-dotted', 'blue']",3,0,131,"circle","322b",1,"cloud","cloud","square",0.3125,4,"Yes",1,2,55,"no comments","English","Male",2,1,1,7,8,0.375,0.3125,0.3125,NA,NA,NA,NA,NA,NA,0.33333,0.33333,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,123221,0
"327",327,53,121,16090,0.4,0.3,"square",121,4,"square","striped",1,"circle","circle",4,0.4,"321-2",0.5,223,122,"shape",0.6,4,0.45,223,121,"cloud",2,17.9938833333333,"male",0.45,1,"['striped', 'blue', 'red', 'green']",3,0,122,"circle","321",1,"cloud","cloud","square",0.3,4,"Yes",1,2,55,"no comments","English","Male",2,4,4,13,23,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,0.66667,0,0.33333,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,322111,0
"328",328,53,131,24420,0.4,0.3,"square",131,4,"square","polka-dotted",1,"circle","circle",4,0.4,"311-3",0.5,233,332,"shape",0.6,4,0.45,233,131,"cloud",3,17.9938833333333,"male",0.45,1,"['polka-dotted', 'blue', 'red', 'green']",3,0,332,"circle","311",1,"cloud","cloud","square",0.3,4,"Yes",1,2,55,"no comments","English","Male",2,7,7,18,26,0.4,0.3,0.3,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,321111,0
